payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
False,True,0,False,True,False,False,False,True,False,False,False,1111.65,False,79.25,False,1
False,True,0,True,True,False,True,True,True,True,True,True,7961.572237007931,True,113.74231527761448,True,1
False,True,0,False,True,False,False,False,False,False,False,True,93.85,False,93.85,False,1
False,True,1,False,False,False,False,False,False,False,False,True,2025.1,False,95.4,False,0
False,False,1,False,False,True,False,True,False,True,False,False,1789.65,True,25.45,False,0
False,False,0,False,True,False,False,False,False,False,False,False,78.2119214823808,False,78.2119214823808,False,1
False,False,0,True,True,False,False,False,False,False,False,False,838.7,False,76.4,False,0
False,True,0,False,False,False,False,False,True,False,True,True,1259.0,True,90.9,False,1
True,False,0,False,False,False,False,True,False,False,False,False,431.0,False,44.95,False,1
False,False,0,True,False,True,True,True,True,True,False,True,5810.9,True,79.55,False,0
False,False,0,True,False,False,True,True,False,True,True,True,4144.8,True,59.5,False,0
False,True,0,True,False,True,True,True,True,False,False,False,1202.2040204724622,False,52.195388204853685,True,1
False,True,0,True,True,False,False,True,False,False,False,True,2254.2,True,102.76088767923969,False,1
False,True,0,True,False,False,False,True,False,False,True,False,2068.55,False,74.9,False,1
False,False,1,False,False,False,False,False,True,False,True,False,1388.75,True,29.9,True,0
False,True,0,False,True,False,False,True,False,False,False,False,124.40940451769114,False,43.67419932755795,False,1
True,True,0,False,False,False,False,True,False,True,True,False,936.85,True,20.1,False,0
False,False,0,False,True,False,False,True,False,False,False,False,112.3,False,19.25,False,1
False,True,0,True,True,True,False,True,False,False,True,False,450.90961790628904,True,84.00201093162211,False,1
True,False,0,False,True,False,True,True,True,False,True,False,236.9094367172553,True,51.32416939017669,False,1
False,True,0,False,False,False,False,True,False,False,False,False,1284.2,True,73.85,False,1
False,False,0,False,False,False,False,True,False,False,False,True,827.05,False,74.75,False,0
True,True,0,False,False,False,False,True,True,False,False,True,4108.15,False,102.65,False,0
False,True,0,True,True,False,False,True,False,False,True,True,4757.123449368358,True,94.14138890516263,False,1
True,False,0,True,False,False,False,True,True,False,False,False,256.6,True,34.2,False,0
False,True,1,False,True,False,False,True,True,False,False,True,5525.959016720049,True,100.78932996927911,True,1
False,False,0,True,False,False,False,True,True,False,False,False,5586.45,False,90.7,False,0
False,True,0,True,False,False,True,True,True,True,False,True,7806.5,True,112.55,False,0
False,False,0,True,False,True,True,False,False,True,False,True,5175.3,False,86.45,False,0
False,True,0,False,True,False,False,True,True,False,False,False,162.7367011736205,False,76.32506369067224,False,1
False,True,0,False,True,False,False,False,False,False,False,False,135.2,False,69.7,False,0
False,True,0,False,False,False,False,True,True,False,True,True,2541.25,True,51.8,True,1
True,True,0,False,True,False,True,True,True,False,True,False,3300.61637400141,True,84.94524312275183,False,1
True,True,0,False,False,False,False,False,False,False,False,False,270.15,False,24.5,False,0
False,False,0,False,False,False,False,False,False,True,False,False,921.55,True,19.65,False,0
False,True,0,False,False,True,False,False,False,False,False,False,2072.75,False,88.95,False,0
True,False,0,False,False,False,False,False,False,True,True,False,1859.2,True,24.9,False,0
True,True,1,True,False,False,True,False,True,False,False,True,5206.55,False,96.75,True,0
False,True,0,True,False,True,True,False,True,True,False,True,3834.4,True,106.05,False,0
False,True,0,False,True,True,True,False,True,False,True,True,2913.633820303755,True,93.78065223692516,False,1
False,True,0,False,True,False,False,True,False,False,False,True,291.3984186116439,False,95.6057940337941,False,1
False,True,1,False,False,True,False,False,True,False,False,False,633.3,True,80.65,False,1
False,False,0,True,False,True,True,True,True,True,False,True,6309.65,False,86.05,False,0
False,True,0,True,True,False,True,True,True,False,False,False,2273.7434592279646,True,64.74735373167007,False,1
False,True,0,True,True,False,False,True,True,False,False,False,5253.95,True,93.15,True,0
False,True,0,False,True,False,False,False,True,False,False,False,186.5075423876764,False,85.95754923776155,False,1
False,False,0,True,False,False,False,False,True,True,False,False,7334.05,True,100.65,False,0
True,True,0,False,False,False,False,True,False,False,False,False,168.65,False,19.4,False,0
False,True,0,False,False,True,False,True,False,True,False,True,4577.75,False,89.45,False,0
True,False,0,False,False,False,False,False,False,False,False,False,228.75,False,19.3,True,0
False,True,1,True,False,False,False,False,False,False,False,False,1643.55,False,75.4,False,0
False,False,0,False,True,False,False,False,True,False,True,False,446.8,True,55.75,False,0
False,False,0,False,False,True,False,False,False,False,True,False,589.25,False,20.1,True,0
True,True,0,False,False,False,False,True,False,False,False,False,59.25,False,19.95,False,0
False,True,0,False,True,False,False,True,True,False,False,True,2391.21877528528,True,100.64172507844054,False,1
False,False,0,False,False,True,False,False,False,False,False,False,19.55,False,19.55,False,0
False,True,0,False,True,False,False,True,False,False,True,True,4871.620829343946,True,99.94806618858114,False,1
True,False,0,False,False,False,False,False,False,False,True,False,119.3,True,19.85,False,0
False,True,0,False,False,True,True,True,True,True,False,True,7758.9,True,109.75,False,0
False,True,0,False,True,False,False,False,False,False,False,True,7069.3,True,101.75,True,0
False,True,0,True,True,True,True,False,False,False,False,True,1999.3604791729144,False,60.958950408932274,False,1
False,False,0,False,False,True,False,False,False,False,False,False,19.4,False,19.4,False,0
True,True,0,False,True,False,True,False,False,False,True,True,4028.9023765393426,True,88.82266434424969,True,1
False,True,0,True,True,False,True,True,True,True,False,True,6121.540739953468,True,100.0506829345338,True,1
True,False,0,False,False,False,False,True,False,True,False,False,284.35,False,19.75,False,0
False,True,0,False,True,False,False,True,False,False,False,False,1021.75,False,89.55,False,0
False,True,0,False,False,True,False,True,True,False,False,True,999.8,True,85.05,False,0
False,True,0,True,True,False,False,False,False,False,False,True,2259.383201098655,True,98.4536922465911,False,1
True,True,0,False,False,False,False,True,False,False,False,True,45.14881195249434,False,45.14881195249434,False,1
False,True,0,False,False,False,True,True,True,False,True,False,2549.1,True,54.9,False,0
False,False,0,True,False,True,True,False,False,True,True,True,7009.5,True,106.7,False,0
False,True,0,False,False,False,False,False,True,False,False,True,2674.15,True,83.85,False,0
False,True,0,False,True,False,False,True,False,False,False,False,123.65,False,43.3,False,1
True,True,0,True,False,False,False,False,False,False,False,True,997.3571193018105,False,70.57932342321197,False,1
False,True,0,False,True,False,False,True,True,False,False,True,5135.15,True,104.1,False,0
False,True,1,False,False,True,False,False,True,False,False,False,1147.45,False,75.3,False,1
False,True,1,False,True,False,False,True,False,False,False,False,74.2683369856063,False,74.2683369856063,False,1
False,False,0,True,True,False,False,False,True,False,True,False,3131.8,True,55.7,False,0
True,True,0,False,False,False,False,False,False,False,False,False,962.25,False,24.85,True,0
True,False,0,False,False,True,False,True,False,False,False,False,46.24926769005856,False,46.24926769005856,False,1
False,True,0,True,True,False,False,False,True,False,True,True,2250.4839061858806,True,104.39803319158301,False,1
True,False,0,False,False,False,False,True,False,False,False,False,1328.15,False,20.5,True,0
True,False,0,False,False,False,False,True,False,False,True,False,33.663051071026416,True,20.264249801661776,True,1
False,False,0,False,True,True,False,True,False,False,False,True,190.3759151508298,False,53.62853388420406,False,1
False,True,1,True,False,False,False,True,False,False,False,False,4750.95,True,93.8,False,1
False,True,0,False,True,False,False,True,False,False,False,False,75.20791041244642,False,75.20791041244642,False,1
False,False,0,False,False,False,True,True,False,True,False,True,2513.5,False,99.3,False,0
False,True,0,False,True,False,False,False,False,False,False,False,70.1,False,70.1,False,1
False,True,0,False,False,False,True,False,True,False,False,True,5718.2,True,108.95,True,0
True,True,0,True,False,False,True,False,True,True,False,False,3739.8,False,59.6,False,0
False,True,1,False,True,False,False,False,False,False,False,True,1760.25,True,94.95,False,0
False,True,0,False,True,False,False,True,True,False,False,True,2978.1632025400604,False,105.03985310620268,False,1
False,True,0,False,True,False,False,False,True,False,False,False,246.46304066310628,False,82.4333564940432,False,1
False,True,0,True,False,False,True,True,True,True,False,False,5336.35,False,75.1,False,0
True,False,0,False,False,False,False,True,False,False,False,False,791.15,False,19.9,True,0
True,False,0,False,False,False,False,False,False,False,False,False,323.45,True,45.65,False,0
False,True,0,False,True,False,True,True,False,False,False,False,3735.45,False,64.65,False,0
False,True,0,False,False,True,True,False,True,True,False,False,3009.5,True,64.2,False,0
False,False,0,False,True,False,False,True,False,False,False,True,888.75,False,84.8,False,0
False,True,0,False,True,False,False,True,True,False,False,True,1450.9433257709027,False,82.32582933924647,False,1
True,True,0,False,False,False,False,False,False,False,True,False,1182.55,True,19.4,False,1
False,False,0,True,True,False,True,False,False,False,False,False,955.15,False,58.95,False,0
False,True,0,False,False,True,False,True,True,False,False,True,5937.307143174461,True,94.14831481246549,False,1
False,False,1,True,False,False,False,False,False,False,False,True,6786.4,True,105.25,False,1
True,True,0,False,True,False,False,True,True,False,False,False,2371.709455095734,True,79.39107414095788,False,1
True,False,0,False,False,False,False,False,False,False,True,False,294.5,True,19.55,True,0
False,True,0,False,True,False,False,False,False,False,False,True,85.5,False,45.25,False,1
False,False,0,False,False,False,False,False,False,True,True,False,1389.6,True,20.1,False,0
True,False,0,False,False,False,False,True,False,False,False,False,20.6,False,20.6,False,0
False,False,0,False,False,False,True,True,True,True,False,False,4048.95,False,70.1,False,0
False,True,0,False,True,False,False,True,True,False,False,False,1055.5787530939872,False,87.39372148277882,False,1
False,True,0,False,False,True,True,True,True,False,True,False,5430.35,True,94.7,True,0
False,True,0,False,True,False,False,True,False,False,False,False,1305.95,True,73.15,False,0
False,False,0,False,False,False,True,False,False,False,False,False,1815.3,True,50.2,False,0
False,True,0,False,False,False,False,False,True,True,False,True,5971.25,True,101.05,False,0
False,True,0,False,True,False,False,False,False,False,False,True,2119.5,False,97.35,False,1
False,True,0,True,True,False,True,True,False,False,True,True,2571.8508612582536,True,51.69463670996437,False,1
False,True,0,False,True,False,False,True,False,False,False,True,35.184662404109226,False,35.184662404109226,False,1
True,False,0,False,False,False,False,True,False,False,False,False,20.3,False,20.3,False,0
True,True,0,True,False,False,False,False,False,False,True,True,816.8,True,63.15,False,0
True,True,0,True,False,False,True,True,True,True,False,True,4652.4,False,89.25,False,0
False,True,0,False,False,False,False,False,False,False,False,False,49.95,False,49.95,False,1
False,True,0,True,True,False,False,True,True,False,False,True,2501.954246640161,False,95.87992962677006,False,1
False,False,0,False,True,True,False,False,False,False,True,False,147.15,True,71.86266208043597,False,1
False,False,1,False,True,False,False,True,False,False,False,False,3122.4,False,73.85,False,0
False,False,0,False,False,True,False,False,False,True,False,False,1278.8,True,20.25,False,0
False,True,0,False,False,True,False,True,False,False,True,True,865.9629338001238,True,83.88611444724361,False,1
False,True,0,True,True,True,False,True,False,False,True,True,99.0168013218941,True,34.65361083283514,False,1
False,True,0,True,True,False,True,False,False,False,False,False,1938.05,False,84.35,False,0
True,True,0,False,False,False,False,True,False,False,False,False,193.05,False,19.85,False,0
False,False,0,True,False,True,False,False,False,False,True,False,91.7,True,29.7,False,1
False,True,0,True,False,True,False,True,False,False,True,True,2188.5,True,63.7,True,0
False,True,1,False,False,True,False,False,True,True,False,False,4590.35,False,79.2,False,0
False,True,0,False,True,False,True,True,True,True,True,True,5979.7,True,84.1,False,0
False,True,0,False,True,False,False,False,False,False,True,True,2225.0180531636565,True,79.55392765026578,False,1
True,False,0,False,False,False,False,False,False,False,True,False,395.9379274873173,True,21.204977090546105,True,1
True,False,0,False,False,False,False,False,False,True,False,False,780.1,True,19.1,False,0
True,True,0,True,False,False,False,False,False,False,False,False,1536.75,False,48.8,False,0
False,True,0,False,False,False,False,True,True,True,False,True,5067.45,False,108.1,False,0
False,True,0,False,False,True,True,False,False,False,False,False,4965.1,True,81.2,True,0
False,True,0,True,True,False,False,False,True,False,True,False,676.5293917541334,True,83.97307738576937,False,1
False,True,0,True,False,True,True,False,True,True,True,True,3379.25,True,92.9,False,0
False,False,0,True,False,False,False,True,False,False,True,False,2117.2,True,33.6,False,0
False,True,1,True,False,False,True,True,True,False,False,False,3181.8,True,105.7,False,0
False,True,0,False,True,False,False,True,False,False,False,False,323.4385405611814,False,71.92235932075333,False,1
True,False,0,False,False,False,False,False,False,False,False,False,459.6,True,19.2,True,0
False,True,1,True,False,False,True,False,True,True,False,True,6668.35,True,110.0,False,0
False,True,0,False,True,False,False,True,True,False,False,False,741.7,True,79.9,False,1
False,True,0,True,True,False,False,True,True,False,False,False,2467.1,True,84.45,False,1
False,True,0,True,False,False,False,False,False,False,False,False,394.1,False,30.85,False,0
False,False,0,False,False,False,False,False,False,True,False,False,1386.9,False,20.05,False,0
False,True,1,False,False,True,False,False,False,False,False,True,933.3,True,40.65,False,1
True,True,0,True,False,False,True,False,True,False,False,True,2882.25,False,67.7,True,0
False,True,0,False,False,True,False,True,True,False,False,True,789.6054333830125,False,79.4364301972923,False,1
False,True,0,False,False,True,True,False,True,False,False,False,102.75,False,55.05,False,1
False,True,0,True,True,False,True,False,True,False,False,False,2879.2,False,53.6,True,0
True,True,0,False,False,True,True,True,True,False,False,True,1176.5743639589682,False,60.832772859072406,True,1
False,True,1,False,True,False,False,False,False,False,False,True,2931.0,True,93.2,False,1
False,False,0,True,True,True,False,True,False,False,False,True,2789.193757819877,False,67.80241145550481,True,1
False,False,1,True,False,True,False,False,False,False,False,True,5070.4,False,101.55,False,0
True,True,0,False,False,False,False,True,False,False,True,False,77.6,True,20.5,False,0
False,True,1,False,False,True,True,False,False,False,False,True,3255.35,False,69.1,True,0
False,False,0,False,True,False,True,True,False,True,False,True,5969.85,True,107.95,False,0
False,True,0,True,True,False,False,False,True,False,False,True,1784.7648339565185,False,94.46249279625465,False,1
False,False,0,False,False,False,False,False,False,False,False,True,2423.4,True,90.15,False,0
False,True,0,True,False,False,True,True,True,False,False,True,4518.07132034984,True,109.19071355397706,False,1
False,True,0,True,False,True,True,True,True,True,True,False,3566.7,True,65.65,False,0
False,False,0,True,False,False,False,True,False,True,True,True,7382.25,False,106.7,False,0
False,False,1,True,True,False,False,True,False,False,False,True,4086.3,True,101.85,False,1
False,True,0,False,True,False,False,False,True,False,True,True,2377.9122854767725,True,92.53599665510788,False,1
True,True,0,True,False,True,False,True,False,False,True,True,884.6031505905211,True,41.63315526850194,True,1
False,False,0,True,False,True,False,False,True,False,False,True,6780.1,False,108.25,False,0
False,True,0,False,True,True,True,True,True,False,True,True,471.20966235530466,True,85.66344588156511,False,1
False,True,0,False,True,True,False,False,True,False,True,True,6277.494908503701,True,100.13005123197148,True,1
False,True,0,True,True,False,True,True,True,False,False,True,5604.880265205528,True,107.95222322654183,True,1
False,True,1,True,False,False,True,False,True,True,False,True,7746.7,False,110.1,False,0
True,True,0,False,False,False,False,True,False,False,True,True,993.7286396571337,True,70.26160189907614,True,1
False,True,0,False,False,True,False,True,False,False,True,False,871.4,False,73.75,False,1
False,True,0,True,False,True,True,True,False,False,False,True,3127.8715485999087,True,85.40076891744211,True,1
False,True,0,False,True,False,False,False,False,False,False,False,69.2,False,69.2,False,1
False,True,0,False,True,False,False,True,False,False,False,False,317.97856622135,False,70.80013754577703,False,1
False,True,0,True,True,False,False,True,True,False,True,False,939.4003420818467,True,71.24382815430673,False,1
False,True,0,False,True,False,False,False,False,False,False,False,70.25,False,70.25,False,1
False,False,0,True,False,True,True,False,False,False,False,False,259.8,False,53.85,False,1
False,True,1,False,False,False,False,True,True,False,False,True,5427.05,True,95.25,False,1
True,False,0,False,False,False,False,True,False,False,False,False,657.5,False,70.05,False,0
False,True,0,False,True,False,False,False,True,False,False,True,4443.45,False,106.3,False,1
True,True,0,False,False,False,False,True,False,False,True,False,239.75,True,19.5,True,0
False,True,0,True,False,True,True,False,True,True,False,True,5965.95,False,90.05,False,0
False,True,0,True,False,False,True,True,True,True,False,True,5595.3,True,85.9,False,0
False,True,0,False,False,True,False,True,True,False,False,True,895.3376972035915,False,44.65433164935815,True,1
True,True,0,False,False,False,False,False,False,False,False,False,412.55,False,19.25,True,0
False,True,0,True,True,False,True,True,False,False,False,False,1346.9,True,58.35,True,0
False,True,0,False,False,True,False,True,False,True,True,False,1284.2,True,19.4,False,0
False,True,1,False,True,False,False,True,False,False,False,True,4718.25,False,96.2,False,1
False,True,0,True,True,True,True,True,True,False,False,True,4149.431420637112,True,96.66011894695615,True,1
False,True,0,False,True,False,False,True,False,False,False,False,280.85,False,73.9,False,1
False,False,0,True,False,True,False,False,True,True,False,False,6218.45,False,98.0,False,0
False,True,0,False,True,False,False,False,False,False,False,True,3810.55,False,100.05,False,0
False,True,0,True,False,False,True,True,False,True,True,True,3297.0,True,85.4,False,0
False,False,0,False,True,False,False,True,False,False,False,False,70.35272806310088,False,70.35272806310088,False,1
False,True,1,False,True,False,False,False,False,False,False,False,24.91385183268479,True,24.91385183268479,False,1
False,False,0,False,False,False,True,True,False,False,False,False,1242.25,False,54.6,True,0
False,True,0,False,True,False,True,False,True,True,True,True,4103.9,True,59.55,False,0
False,False,0,True,True,False,False,False,True,False,True,False,477.05,True,69.45,True,0
False,True,0,False,True,False,False,True,True,False,False,False,1366.3208396203352,True,30.333772451910946,False,1
False,False,0,True,False,False,False,True,True,True,False,False,2424.5,False,39.6,False,0
False,True,1,False,False,False,False,False,True,False,False,True,4323.45,False,104.75,False,1
False,False,0,True,False,False,True,False,True,True,False,True,7843.55,True,114.9,False,0
False,True,0,False,False,True,False,False,False,False,False,False,478.1,False,19.65,True,0
False,True,0,False,True,False,False,True,False,False,False,True,1422.5786485173578,True,79.83432668755944,False,1
False,True,0,True,True,False,False,True,True,False,True,False,2838.7,True,94.4,False,1
True,False,0,False,False,False,False,False,False,False,False,False,599.3,False,20.0,True,0
False,False,0,False,False,False,True,True,False,False,False,False,4807.35,False,80.65,False,0
False,True,1,False,True,False,False,False,False,False,False,False,321.75,False,74.9,False,1
False,True,1,True,True,False,False,False,False,False,False,True,1298.2125787091156,False,97.6589683744428,False,1
False,True,0,False,False,True,False,True,False,False,False,False,436.2,False,45.8,False,0
True,False,0,False,False,False,False,True,False,False,True,False,255.5,True,20.5,False,0
True,False,0,False,False,False,False,True,False,False,False,False,294.95,True,18.8,True,0
False,True,0,False,False,False,False,True,True,False,False,True,6669.45,True,93.25,False,0
False,True,1,False,True,False,False,True,False,False,False,False,74.93656354218281,False,74.93656354218281,False,1
False,False,0,False,False,True,True,True,False,False,False,False,1983.15,False,29.45,True,0
False,True,1,False,True,False,False,False,False,False,False,True,2633.4,True,84.85,False,0
True,False,0,False,False,False,False,False,False,False,False,False,84.5,False,20.15,False,0
True,True,0,False,False,False,False,False,False,False,True,False,145.28636557917014,True,19.694929696313434,True,1
True,False,0,False,False,False,False,True,False,False,False,False,20.15,False,20.15,False,1
False,True,1,False,True,False,False,True,False,False,False,True,449.75,False,91.4,False,1
False,True,0,True,False,False,False,False,False,True,True,False,3221.25,True,50.65,False,0
False,True,0,False,True,False,True,True,True,False,False,True,1138.2936827067479,True,85.71231364909806,False,1
False,True,0,True,True,False,False,True,True,False,False,True,6448.05,True,110.15,True,1
False,True,0,True,False,True,True,True,True,True,True,False,7548.6,True,106.1,False,0
False,True,0,False,True,False,False,False,False,False,False,True,578.7063994309283,True,88.6677717537553,False,1
False,False,0,False,False,False,False,False,False,False,False,False,805.2,True,19.5,False,0
False,True,1,False,True,False,False,False,False,False,False,False,2835.5,True,90.7,True,0
True,False,0,False,False,False,False,False,False,True,False,False,1281.25,True,25.5,False,0
False,True,0,False,False,True,False,True,True,False,False,True,2280.752420161876,False,90.16637015649789,False,1
False,True,0,False,False,False,True,True,True,True,True,True,5601.4,True,81.95,False,0
False,False,0,True,True,False,False,True,False,False,False,False,661.55,False,75.6,False,0
True,False,0,False,False,False,False,True,False,False,False,False,73.45,False,19.0,False,0
False,True,0,False,False,True,False,False,False,False,False,False,154.8,True,70.4,False,0
False,False,0,False,False,False,True,True,True,False,False,False,3169.55,True,61.35,False,0
False,True,0,False,True,False,False,True,False,False,True,False,79.47249236074137,False,79.47249236074137,False,1
False,False,1,False,True,False,False,False,True,False,False,True,5841.35,False,104.75,False,0
False,True,0,False,False,True,False,False,True,True,True,True,3772.5,True,54.95,False,0
False,True,0,False,False,False,False,False,True,True,False,True,7555.0,True,105.15,False,0
False,True,0,False,True,False,False,True,False,False,False,True,183.7651904530649,False,81.20674180360345,False,1
False,True,1,False,True,False,False,True,True,False,True,True,4079.55,True,80.85,True,0
False,True,0,False,True,False,False,False,True,False,False,False,304.9652354197061,False,78.20583450387859,False,1
True,True,0,True,False,True,True,False,True,False,False,False,267.0903675686287,False,57.71655122060876,False,1
False,True,0,False,True,False,False,False,False,False,False,False,256.6,True,75.85,False,1
False,True,1,False,True,False,False,True,True,False,False,True,4872.460940022093,True,94.40623991162661,False,1
False,True,0,False,False,True,False,False,False,False,False,False,2221.55,True,50.25,False,0
True,False,0,False,False,False,False,True,False,False,False,False,171.0,True,25.1,True,0
True,False,0,False,False,False,False,True,False,False,False,False,20.326187955120538,False,20.326187955120538,False,1
False,True,0,True,False,True,False,True,True,False,False,True,6056.15,True,90.6,True,1
False,False,0,False,True,False,False,False,False,False,False,False,61.05,False,19.55,False,0
False,False,0,True,False,True,False,False,True,True,True,True,8129.3,True,109.7,False,0
True,True,0,False,False,False,True,False,True,False,True,False,224.85,True,58.5,False,0
True,True,0,True,False,False,True,True,False,True,False,True,3778.85,True,62.15,False,0
True,True,0,False,False,False,False,True,False,False,False,False,45.431896692256416,False,45.431896692256416,False,1
True,True,0,False,False,False,False,False,False,True,True,False,756.4,True,19.95,False,0
False,False,1,False,False,False,False,True,False,False,False,False,94.15,False,20.05,False,0
False,True,0,False,True,False,False,False,False,False,True,False,356.1,True,80.85,False,0
False,False,0,False,False,True,False,True,True,False,False,True,5825.5,False,90.45,True,0
False,True,0,False,True,False,False,True,False,False,False,True,181.54415690708225,False,94.04517191099065,False,1
False,True,0,False,True,False,False,True,True,False,True,True,4258.593737816808,True,87.97201491074931,False,1
True,True,0,False,True,False,False,False,False,False,False,False,1145.0980561331296,False,72.21779149368909,False,1
False,False,0,False,True,False,False,True,False,False,False,False,641.25,True,44.6,True,0
True,False,0,False,False,False,False,True,False,False,False,False,20.1,False,20.1,False,1
False,True,0,False,True,False,False,True,True,False,False,False,1730.35,False,79.35,False,1
True,True,0,False,False,False,False,False,True,False,True,False,551.3,True,55.55,False,0
False,True,0,True,True,False,False,False,False,False,False,False,404.35,False,53.65,False,0
False,True,0,True,False,True,True,False,True,False,True,True,3562.5,True,69.75,True,0
False,False,0,False,True,True,False,True,False,False,False,True,80.15350051110302,False,80.15350051110302,False,1
False,True,0,False,True,False,False,True,False,False,True,True,90.85,False,90.85,False,1
False,True,0,False,True,False,False,True,False,False,False,False,162.45,False,76.5,False,1
False,True,0,True,False,True,True,True,True,True,False,True,6079.55474444918,True,98.8923377650657,True,1
False,True,0,False,True,False,True,False,False,False,False,False,290.3210579850463,False,24.383735403202298,False,1
True,True,0,False,False,False,False,True,False,False,False,False,365.8,False,20.5,True,0
False,False,0,True,True,False,False,False,True,False,False,False,2062.15,True,45.55,False,0
False,True,0,False,False,True,True,False,False,False,False,False,1183.8,False,44.45,False,0
False,True,1,False,True,False,False,False,False,False,False,True,810.7,True,48.35,False,1
True,True,0,True,False,False,True,True,True,False,True,True,567.5590841640311,False,98.10023035016081,False,1
False,True,0,False,True,False,False,True,True,False,False,False,729.95,False,61.25,True,0
False,False,0,False,False,True,True,False,True,False,False,True,2656.3,False,68.15,False,0
False,True,0,False,True,False,False,False,False,False,True,False,69.8,True,69.8,False,1
False,True,0,False,True,False,True,True,True,False,True,True,502.630815090668,True,88.65367862715006,False,1
False,False,0,False,False,True,False,True,False,False,False,False,20.55,False,20.55,False,0
False,True,0,True,False,False,True,True,True,True,False,True,7325.1,True,100.55,False,0
False,False,0,False,False,True,False,True,False,False,False,False,835.5,False,19.5,True,0
False,True,0,False,True,False,False,True,False,False,False,False,451.1,True,69.35,False,1
False,False,0,False,False,False,False,False,False,True,True,False,1787.35,True,25.2,False,0
False,True,0,False,False,False,False,True,False,True,True,False,1303.25,True,19.95,False,0
False,False,0,False,True,False,False,True,False,False,False,False,45.3,False,45.3,False,1
False,True,0,False,True,False,False,True,False,False,False,False,490.55,False,74.9,False,0
False,True,1,False,False,True,False,False,False,False,False,True,865.55,False,84.6,False,1
True,False,0,False,False,False,False,False,True,False,True,False,309.1,True,29.2,False,1
False,True,1,False,True,False,False,False,True,False,False,True,85.70855685838274,False,85.70855685838274,False,1
False,True,0,False,True,False,False,True,False,False,False,True,2401.030643150719,True,99.68029166150625,False,1
False,True,0,True,False,True,True,False,True,True,True,True,5607.75,True,85.0,False,0
False,True,0,True,False,True,False,False,True,False,False,False,3233.6,False,83.9,False,1
False,True,0,False,True,False,False,True,True,False,False,True,2751.218223128507,True,89.9293517578845,False,1
False,True,0,False,False,True,False,True,False,False,False,False,80.42308498630287,True,45.520133849304145,False,1
True,True,0,False,False,False,False,True,False,False,False,False,19.10944401131499,False,19.10944401131499,False,1
False,True,0,False,False,False,True,True,False,False,False,True,522.35,False,87.95,False,0
False,True,0,True,True,False,True,False,False,False,True,True,1882.55,True,112.95,False,0
False,True,0,False,False,True,True,True,False,False,False,True,1043.9979277138323,True,51.807700876268896,False,1
False,True,0,False,True,False,True,True,False,False,False,False,50.67175111227574,False,50.67175111227574,False,1
False,False,0,False,False,True,False,True,True,True,False,True,6631.85,False,105.1,False,0
False,True,0,False,True,False,False,False,False,False,False,False,582.5,True,86.5,False,1
True,False,0,False,False,False,True,True,False,False,False,False,900.5,False,51.5,False,1
True,True,0,False,False,False,False,False,False,False,False,False,20.25,False,20.25,False,0
False,True,0,False,True,False,False,True,False,False,False,True,762.7166072312417,True,85.05827192849469,False,1
False,True,0,False,True,False,False,False,True,False,False,False,3954.1,False,91.65,False,0
True,False,0,False,False,False,False,True,False,False,True,False,1110.5,True,25.7,True,0
True,False,0,False,False,False,False,False,True,False,True,True,92.5,True,40.3,False,0
False,True,0,False,False,False,False,False,False,True,False,False,779.25,False,19.65,False,0
False,True,1,False,True,False,False,True,True,False,False,True,2966.95,False,55.45,True,0
False,True,0,False,True,False,True,False,False,False,False,False,1993.8,False,90.0,False,1
False,True,0,False,False,False,False,False,False,False,True,False,196.75,True,19.8,False,0
True,True,0,False,False,False,False,True,False,True,True,False,917.45,True,20.2,False,0
False,True,0,False,False,True,True,False,False,False,False,True,5885.4,True,102.1,False,1
False,True,1,False,True,False,False,True,False,False,False,False,73.8800260277755,True,73.8800260277755,False,1
False,True,0,False,True,True,False,True,False,False,True,True,692.2891406070895,True,52.55018391442009,True,1
True,False,0,False,False,False,False,True,False,False,True,False,1061.6,True,19.4,True,0
False,True,1,False,False,False,False,True,True,False,False,True,2948.6,False,101.45,False,0
False,True,0,False,True,False,False,False,True,False,True,True,404.2,True,83.6,False,1
False,True,0,False,False,True,False,True,False,False,False,False,237.3,False,20.45,False,0
False,True,0,False,False,True,False,True,False,False,False,False,186.3,False,25.25,False,0
True,False,0,False,False,False,False,False,False,True,True,False,697.7,True,21.0,False,0
False,True,0,True,False,True,False,False,True,True,True,False,7061.65,True,99.0,False,0
False,False,1,True,False,True,True,False,True,True,False,True,6352.4,True,89.1,False,0
True,False,0,False,False,False,False,True,False,False,False,False,19.75,False,19.75,False,0
False,True,0,False,True,False,False,False,True,False,True,True,7397.0,True,106.5,True,0
True,True,0,False,False,False,True,True,False,False,True,False,259.4,True,55.7,False,0
False,True,0,False,True,False,False,False,False,False,False,False,632.2,False,73.5,False,0
False,False,0,False,True,False,True,True,False,False,False,False,82.15,False,30.4,False,0
False,True,0,False,True,False,True,True,False,False,False,False,1178.4,False,89.95,False,1
False,True,0,False,False,False,True,False,True,False,False,True,6252.7,True,109.4,True,0
True,False,0,False,False,False,False,True,False,False,False,False,492.1,False,46.0,False,0
